"fips_code","popsize"
"21137",24476
"21139",9235
"21141",26902
"21143",8271
"21145",65268
"21147",17465
"21149",9283
"21151",90802
"21153",12491
"21155",19244
"21157",31192
"21159",11648
"21161",17112
"21163",28182
"21165",6443
"21167",21592
"21169",10036
"21171",10627
"21173",27884
"21175",13288
"21177",30951
"21179",45650
"21181",7153
"21183",24071
"21185",65967
"21187",10796
"21189",4442
"21191",14572
"21193",26624
"21195",59497
"21197",12304
"21199",64350
"21201",2123
"21203",16820
"21205",24507
"21207",17778
"21209",54667
"21211",47325
"21213",18183
"21215",18680
"21217",25571
"21219",12316
"21221",14449
"21223",8558
"21225",14638
"21227",128652
"21229",12023
"21231",20546
"21233",13068
"21235",36131
"21237",7207
"21239",26318
"22001",62457
"22003",25618
"22005",123114
"22007",22478
"22009",40669
"22011",37043
"22013",13564
"22015",126499
"22017",245831
"22019",201619
"22021",9992
"22023",6930
"22025",9766
"22027",15985
"22029",19778
"22031",27289
"22033",443763
"22035",7096
"22037",19371
"22039",33589
"22041",20238
"22043",22340
"22045",71887
"22047",32822
"22049",15879
"22051",434850
"22053",31441
"22055",241973
"22057",98108
"22059",14936
"22061",47246
"22063",138928
"22065",11306
"22067",25610
"22069",38769
"22071",390845
"22073",155494
"22075",23338
"22077",22016
"22079",130970
"22081",8565
"22083",20350
"22085",23991
"22087",46266
"22089",52773
"22091",10297
"22093",21308
"22095",43242
"22097",83172
"22099",53732
"22101",50968
"22103",255155
"22105",132057
"22107",4561
"22109",112054
"22111",22353
"22113",59865
"22115",49646
"22117",46435
"22119",39242
"22121",26101
"22123",11041
"22125",15428
"22127",14313
"23001",107602
"23003",67809
"23005",292307
"23007",29982
"23009",54601
"23011",121753
"23013",39759
"23015",34201
"23017",57550
"23019",151774
"23021",16836
"23023",35452
"23025",50520
"23027",39539
"23029",31491
"23031",204316
"24001",71445
"24003",571275
"24005",828018
"24009",91511
"24011",33049
"24013",167699
"24015",102552
"24017",159428
"24019",32138
"24021",251422
"24023",29235
"24025",252222
"24027",318855
"24029",19536
"24031",1043530
"24033",908670
"24035",49632
"24037",112290
"24039",25729
"24041",37167
"24043",150109
"24045",102539
"24047",51765
"24510",609032
"25001",213496
"25003",126425
"25005",561037
"25007",17312
"25009",783676
"25011",70577
"25013",467871
"25015",161032
"25017",1600842
"25019",11168
"25021",700437
"25023",515303
"25025",796605
"25027",824772
"26001",10353
"26003",9151
"26005",116143
"26007",28520
"26009",23206
"26011",15070
"26013",8421
"26015",60540
"26017",104104
"26019",17615
"26021",154133
"26023",43513
"26025",134212
"26027",51523
"26029",26188
"26031",25418
"26033",37629
"26035",30651
"26037",78389
"26039",13892
"26041",36026
"26043",25439
"26045",109456
"26047",33104
"26049",407875
"26051",25279
"26053",15061
"26055",92181
"26057",40916
"26059",45757
"26061",36070
"26063",31349
"26065",290587
"26067",64300
"26069",25197
"26071",11152
"26073",70688
"26075",158636
"26077",262745
"26079",17585
"26081",648121
"26083",2111
"26085",11852
"26087",88038
"26089",21652
"26091",98381
"26093",189754
"26095",6338
"26097",10780
"26099",870325
"26101",24457
"26103",66686
"26105",28954
"26107",43251
"26109",23074
"26111",83355
"26113",15028
"26115",149727
"26117",63413
"26119",9265
"26121",173297
"26123",48366
"26125",1253185
"26127",26416
"26129",20898
"26131",5877
"26133",23290
"26135",8248
"26137",24490
"26139",286558
"26141",12714
"26143",23851
"26145",191821
"26147",159247
"26149",60836
"26151",41295
"26153",8048
"26155",68340
"26157",52939
"26159",75358
"26161",367000
"26163",1757299
"26165",33256
"27001",15834
"27003",350253
"27005",34011
"27007",46403
"27009",40129
"27011",4996
"27013",66795
"27015",25163
"27017",35633
"27019",101949
"27021",29268
"27023",11953
"27025",55315
"27027",63446
"27029",8821
"27031",5376
"27033",11299
"27035",64217
"27037",421453
"27039",20669
"27041",37513
"27043",13801
"27045",20949
"27047",30463
"27049",46246
"27051",5935
"27053",1245837
"27055",18648
"27057",21019
"27059",39430
"27061",45141
"27063",9954
"27065",16089
"27067",42841
"27069",4311
"27071",12515
"27073",6719
"27075",10560
"27077",3771
"27079",28242
"27081",5677
"27083",25758
"27085",35832
"27087",5501
"27089",9372
"27091",19852
"27093",23105
"27095",25865
"27097",33064
"27099",39807
"27101",8296
"27103",33954
"27105",21734
"27107",6520
"27109",154809
"27111",58195
"27113",14183
"27115",29223
"27117",9191
"27119",31521
"27121",11048
"27123",544442
"27125",4015
"27127",15261
"27129",14652
"27131",66185
"27133",9402
"27135",15361
"27137",199759
"27139",145275
"27141",94463
"27143",14892
"27145",158452
"27147",36683
"27149",9789
"27151",9359
"27153",24494
"27155",3311
"27157",21537
"27159",13654
"27161",18740
"27163",255938
"27165",10972
"27167",6291
"27169",50725
"27171",134438
"27173",9814
"28001",31266
"28003",37090
"28005",12412
"28007",18437
"28009",8232
"28011",31848
"28013",14499
"28015",10070
"28017",17193
"28019",8277
"28021",9089
"28023",15770
"28025",19640
"28027",23255
"28029",28501
"28031",18978
"28033",178975
"28035",75224
"28037",7733
"28039",23917
"28041",13645
"28043",21088
"28045",46961
"28047",204502
"28049",238797
"28051",17737
"28053",8389
"28055",1361
"28057",23462
"28059",142376
"28061",16505
"28063",7225
"28065",11339
"28067",68352
"28069",9943
"28071",53590
"28073",61969
"28075",76279
"28077",12633
"28079",22792
"28081",85072
"28083",29222
"28085",34320
"28087",59150
"28089",104562
"28091",24990
"28093",35599
"28095",35673
"28097",10068
"28099",29332
"28101",21360
"28103",10700
"28105",49512
"28107",34190
"28109",55219
"28111",12006
"28113",39532
"28115",31618
"28117",25255
"28119",7187
"28121",152677
"28123",28332
"28125",4404
"28127",26888
"28129",16009
"28131",18276
"28133",26168
"28135",14158
"28137",28404
"28139",22018
"28141",19441
"28143",9988
"28145",28507
"28147",14477
"28149",46519
"28151",46057
"28153",20373
"28155",9768
"28157",8875
"28159",18229
"28161",12367
"28163",28565
"29001",25369
"29003",17503
"29005",5229
"29007",25644
"29009",35530
"29011",11797
"29013",16296
"29015",19107
"29017",12225
"29019",177651
"29021",88460
"29023",42656
"29025",9039
"29027",44889
"29029",45466
"29031",78491
"29033",8781
"29035",6147
"29037",103597
"29039",14043
"29041",7483
"29043",85658
"29045",6779
"29047",242516
"29049",20500
"29051",76723
"29053",17660
"29055",24154
"29057",7578
"29059",16617
"29061",8295
"29063",12526
"29065",15545
"29067",13306
"29069",30027
"29071",103191
"29073",14711
"29075",6616
"29077",289756
"29079",9992
"29081",8491
"29083",21735
"29085",9404
"29087",4432
"29089",10058
"29091",40104
"29093",10164
"29095",696216
"29097",119920
"29099",223951
"29101",53682
"29103",3947
"29105",35531
"29107",32597
"29109",38204
"29111",9955
"29113",56477
"29115",12113
"29117",15126
"29119",22782
"29121",15199
"29123",12179
"29125",8803
"29127",28608
"29129",3644
"29131",25201
"29133",13574
"29135",16046
"29137",8629
"29139",11487
"29141",20271
"29143",17560
"29145",58180
"29147",22359
"29149",10647
"29151",13615
"29153",9207
"29155",16663
"29157",19191
"29159",42355
"29161",44630
"29163",18455
"29165",100682
"29167",31748
"29169",52425
"29171",4781
"29173",10234
"29175",24878
"29177",22875
"29179",6290
"29181",13567
"29183",394290
"29185",9370
"29186",17848
"29187",66643
"29189",996919
"29195",22976
"29197",4555
"29199",4902
"29201",38633
"29203",8217
"29205",6013
"29207",29377
"29209",31615
"29211",6247
"29213",55114
"29215",25604
"29217",20595
"29219",34453
"29221",24860
"29223",13195
"29225",38655
"29227",2027
"29229",18203
"29510",308174
"30001",9415
"30003",13387
"30005",6719
"30007",5945
"30009",10597
"30011",1331
"30013",81625
"30015",5732
"30017",11729
"30019",1730
"30021",9017
"30023",9106
"30025",2921
"30027",11221
"30029",99899
"30031",108063
"30033",1036
"30035",13732
"30037",728
"30039",3311
"30041",16436
"30043",11917
"30045",1954
"30047",30013
"30049",67805
"30051",2351
"30053",19537
"30055",1790
"30057",8302
"30059",1888
"30061",4251
"30063",117309
"30065",4766
"30067",16352
"30069",453
"30071",4077
"30073",5994
"30075",1607
"30077",6854
"30079",1252
"30081",42512
"30083",11199
"30085",11175
"30087",9152
"30089",11681
"30091",3483
"30093",34770
"30095",9466
"30097",3670
"30099",6086
"30101",4892
"30103",668
"30105",7471
"30107",2142
"30109",1122
"30111",159008
"31001",31587
"31003",6341
"31005",427
"31007",722
"31009",477
"31011",5279
"31013",10970
"31015",1937
"31017",3015
"31019",49209
"31021",6510
"31023",8029
"31025",25888
"31027",8498
"31029",3783
"31031",5779
"31033",9604
"31035",6203
"31037",10714
"31039",8952
"31041",10826
"31043",20173
"31045",8810
"31047",23733
"31049",1831
"31051",5719
"31053",36665
"31055",560617
"31057",1913
"31059",5547
"31061",2987
"31063",2640
"31065",4747
"31067",21594
"31069",1864
"31071",2001
"31073",2013
"31075",722
"31077",2382
"31079",61265
"31081",9215
"31083",3415
"31085",893
"31087",2815
"31089",10177
"31091",693
"31093",6417
"31095",7144
"31097",5161
"31099",6529
"31101",8068
"31103",760
"31105",3633
"31107",8426
"31109",313158
"31111",35263
"31113",927
"31115",605
"31117",395
"31119",35080
"31121",7798
"31123",4781
"31125",3544
"31127",6973
"31129",4244
"31131",15949
"31133",2649
"31135",2901
"31137",9100
"31139",7144
"31141",33174
"31143",5225
"31145",10768
"31147",7961
"31149",1414
"31151",14270
"31153",181232
"31155",21165
"31157",36074
"31159",17171
"31161",5231
"31163",3033
"31165",1219
"31167",5957
"31169",5057
"31171",645
"31173",7181
"31175",4206
"31177",20361
"31179",9332
"31181",3537
"31183",783
"31185",13745
"32001",24259
"32003",2182004
"32005",48132
"32007",52297
"32009",969
"32011",1859
"32013",16828
"32015",5643
"32017",5180
"32019",54380
"32021",4460
"32023",44380
"32027",6615
"32029",3988
"32031",456936
"32033",9679
"32510",54773
"33001",60887
"33003",48138
"33005",76042
"33007",31741
"33009",89777
"33011",413035
"33013",149917
"33015",306359
"33017",129124
"33019",43104
"34001",266105
"34003",930390
"34005",445702
"34007",506738
"34009",93086
"34011",151906
"34013",795404
"34015",291165
"34017",670046
"34019",124823
"34021",367922
"34023",825920
"34025",621659
"34027",493379
"34029",596415
"34031",503637
"34033",62990
"34035",329838
"34037",141483
"34039",554033
"34041",105862
"35001",677858
"35003",3526
"35005",65144
"35006",26891
"35007",12168
"35009",49732
"35011",2040
"35013",216069
"35015",57732
"35017",27669
"35019",4353
"35021",441
"35023",4297
"35025",70277
"35027",19461
"35028",18625
"35029",24083
"35031",72438
"35033",4536
"35035",66137
"35037",8326
"35039",39159
"35041",18888
"35043",142704
"35045",126515
"35047",27738
"35049",149293
"35051",11031
"35053",16858
"35055",32786
"35057",15519
"35059",4133
"35061",76027
"36001",306968
"36003",46688
"36005",1435068
"36007",193188
"36009",77121
"36011",77425
"36013",128496
"36015",84895
"36017",47909
"36019",80583
"36021",60371
"36023",47865
"36025",44995
"36027",293754
"36029",919355
"36031",37459
"36033",50477
"36035",53646
"36037",57808
"36039",47424
"36041",4515
"36043",62057
"36045",112842
"36047",2589974
"36049",26572
"36051",63591
"36053",71205
"36055",743341
"36057",49302
"36059",1356509
"36061",1631993
"36063",210820
"36065",229959
"36067",462872
"36069",109511
"36071",380085
"36073",40904
"36075",118339
"36077",59972
"36079",98787
"36081",2287388
"36083",159185
"36085",474893
"36087",324422
"36089",108913
"36091",228502
"36093",154859
"36095",31222
"36097",17920
"36099",34390
"36101",96422
"36103",1483832
"36105",75116
"36107",48686
"36109",102642
"36111",178665
"36113",64276
"36115",61616
"36117",90519
"36119",968890
"36121",40305
"36123",25011
"37001",163324
"37003",37213
"37005",11008
"37007",24902
"37009",26863
"37011",17506
"37013",47168
"37015",19380
"37017",33407
"37019",131815
"37021",256886
"37023",89968
"37025",206615
"37027",81884
"37029",10551
"37031",69070
"37033",22684
"37035",157613
"37037",71338
"37039",27969
"37041",14097
"37043",10946
"37045",97282
"37047",56068
"37049",102491
"37051",332861
"37053",26363
"37055",36222
"37057",165381
"37059",42257
"37061",58967
"37063",311848
"37065",52648
"37067",375195
"37069",66362
"37071",219271
"37073",11548
"37075",8509
"37077",59328
"37079",21033
"37081",527868
"37083",51190
"37085",132283
"37087",61053
"37089",114913
"37091",24012
"37093",53957
"37095",5213
"37097",175538
"37099",42938
"37101",196870
"37103",9594
"37105",60481
"37107",56756
"37109",82919
"37111",45227
"37113",34813
"37115",21499
"37117",22849
"37119",1074475
"37121",15004
"37123",27252
"37125",97294
"37127",94030
"37129",227938
"37131",19946
"37133",195069
"37135",144836
"37137",12701
"37139",39514
"37141",60399
"37143",13430
"37145",39345
"37147",178433
"37149",20557
"37151",143118
"37153",44997
"37155",132596
"37157",91077
"37159",140296
"37161",66599
"37163",63385
"37165",35076
"37167",61588
"37169",45781
"37171",71971
"37173",14260
"37175",33775
"37177",4095
"37179",231053
"37181",44479
"37183",1069079
"37185",19898
"37187",11922
"37189",54925
"37191",123603
"37193",68469
"37195",81435
