"fips_code","popsize"
"37197",37602
"37199",17760
"38001",2311
"38003",10706
"38005",6873
"38007",922
"38009",6502
"38011",3148
"38013",2182
"38015",94793
"38017",176975
"38019",3803
"38021",4938
"38023",2335
"38025",4395
"38027",2301
"38029",3310
"38031",3260
"38033",1845
"38035",70224
"38037",2353
"38039",2409
"38041",2547
"38043",2466
"38045",4125
"38047",1872
"38049",5878
"38051",2597
"38053",13334
"38055",9584
"38057",8462
"38059",30868
"38061",10321
"38063",2894
"38065",1842
"38067",6947
"38069",4126
"38071",11583
"38073",5314
"38075",2442
"38077",16254
"38079",14511
"38081",3872
"38083",1409
"38085",4373
"38087",742
"38089",31081
"38091",1744
"38093",20965
"38095",2224
"38097",8008
"38099",10751
"38101",68812
"38103",3976
"38105",35208
"39001",27776
"39003",103175
"39005",53536
"39007",97830
"39009",65917
"39011",45729
"39013",68024
"39015",43572
"39017",380019
"39019",27332
"39021",38845
"39023",134726
"39025",204275
"39027",41957
"39029",103190
"39031",36585
"39033",41821
"39035",1247451
"39037",51513
"39039",38160
"39041",201135
"39043",74780
"39045",154457
"39047",28620
"39049",1290360
"39051",42253
"39053",30088
"39055",93843
"39057",166502
"39059",39111
"39061",813589
"39063",75837
"39065",31425
"39067",15211
"39069",27208
"39071",43016
"39073",28390
"39075",43901
"39077",58339
"39079",32450
"39081",66371
"39083",61481
"39085",229954
"39087",60184
"39089",173750
"39091",45316
"39093",307670
"39095",431102
"39097",44135
"39099",229961
"39101",65299
"39103",177980
"39105",23078
"39107",40884
"39109",105371
"39111",13942
"39113",531670
"39115",14640
"39117",35043
"39119",86131
"39121",14416
"39123",40632
"39125",18809
"39127",36022
"39129",57762
"39131",28000
"39133",162511
"39135",41093
"39137",33911
"39139",121100
"39141",76948
"39143",59029
"39145",76040
"39147",55351
"39149",48749
"39151",372404
"39153",541334
"39155",200367
"39157",92335
"39159",56707
"39161",28261
"39163",13083
"39165",229132
"39167",60426
"39169",116099
"39171",36816
"39173",130150
"39175",22000
"40001",22220
"40003",5847
"40005",13823
"40007",5377
"40009",22268
"40011",9556
"40013",46457
"40015",29242
"40017",140455
"40019",48319
"40021",48664
"40023",14807
"40025",2174
"40027",279274
"40029",5581
"40031",121762
"40033",5858
"40035",14390
"40037",71427
"40039",29152
"40041",42433
"40043",4922
"40045",4015
"40047",61898
"40049",27835
"40051",55071
"40053",4397
"40055",5861
"40057",2710
"40059",3760
"40061",12687
"40063",13372
"40065",25063
"40067",6158
"40069",11064
"40071",44402
"40073",15694
"40075",8886
"40077",10348
"40079",50026
"40081",34895
"40083",46683
"40085",10063
"40087",39247
"40089",33016
"40091",19725
"40093",7692
"40095",16505
"40097",41044
"40099",13946
"40101",68736
"40103",11335
"40105",10322
"40107",12067
"40109",787216
"40111",38749
"40113",47226
"40115",31454
"40117",16412
"40119",81815
"40121",44146
"40123",38355
"40125",72154
"40127",11128
"40129",3667
"40131",91353
"40133",24832
"40135",41709
"40137",43647
"40139",20805
"40141",7413
"40143",646419
"40145",78958
"40147",51886
"40149",11225
"40151",9043
"40153",20727
"41001",16019
"41003",91107
"41005",410463
"41007",39102
"41009",51375
"41011",63686
"41013",23011
"41015",22650
"41017",186251
"41019",109114
"41021",1878
"41023",7189
"41025",7267
"41027",23209
"41029",216574
"41031",23607
"41033",86251
"41035",66921
"41037",7837
"41039",373340
"41041",48547
"41043",125048
"41045",30412
"41047",339641
"41049",11303
"41051",804606
"41053",83037
"41055",1642
"41057",26389
"41059",77129
"41061",26337
"41063",7004
"41065",26130
"41067",589481
"41069",1415
"41071",104831
"42001",102470
"42003",1221744
"42005",65867
"42007",165833
"42009",48337
"42011",418025
"42013",123157
"42015",60963
"42017",626806
"42019",186899
"42021",133009
"42023",4611
"42025",63887
"42027",161960
"42029",519560
"42031",38715
"42033",79908
"42035",38915
"42037",65715
"42039",85665
"42041",249328
"42043",275632
"42045",564554
"42047",30340
"42049",273835
"42051",131302
"42053",7313
"42055",154147
"42057",14506
"42059",36870
"42061",45369
"42063",85032
"42065",43846
"42067",24624
"42069",210652
"42071",540999
"42073",86727
"42075",139729
"42077",365052
"42079",317663
"42081",114330
"42083",41401
"42085",111518
"42087",46276
"42089",168032
"42091",823823
"42093",18259
"42095",302809
"42097",91761
"42099",46053
"42101",1579075
"42103",55453
"42105",16806
"42107",142674
"42109",40483
"42111",74361
"42113",6135
"42115",40970
"42117",40944
"42119",45111
"42121",51818
"42123",39756
"42125",207212
"42127",51422
"42129",352590
"42131",27327
"42133",445565
"44001",48764
"44003",163869
"44005",82801
"44007",635737
"44009",126060
"45001",24627
"45003",168301
"45005",9024
"45007",198064
"45009",14376
"45011",21346
"45013",186095
"45015",215044
"45017",14663
"45019",401165
"45021",56895
"45023",32311
"45025",45953
"45027",33957
"45029",37585
"45031",67027
"45033",30689
"45035",158299
"45037",26927
"45039",22565
"45041",138475
"45043",61952
"45045",507003
"45047",70411
"45049",19564
"45051",332172
"45053",28657
"45055",65112
"45057",92308
"45059",66846
"45061",17365
"45063",290278
"45065",9531
"45067",31308
"45069",26753
"45071",38194
"45073",77528
"45075",87687
"45077",124029
"45079",411357
"45081",20303
"45083",307617
"45085",106757
"45087",27490
"45089",31324
"45091",265872
"46003",2763
"46005",18346
"46007",3425
"46009",6929
"46011",34601
"46013",38915
"46015",5258
"46017",2026
"46019",10225
"46021",1485
"46023",9349
"46025",3685
"46027",13957
"46029",28026
"46031",4150
"46033",8719
"46035",19871
"46037",5486
"46039",4318
"46041",5833
"46043",2929
"46045",3909
"46047",6747
"46049",2312
"46051",7149
"46053",4186
"46055",2018
"46057",6025
"46059",3256
"46061",3399
"46063",1306
"46065",17608
"46067",7308
"46069",1319
"46071",3290
"46073",2018
"46075",793
"46077",4944
"46079",12717
"46081",25478
"46083",56826
"46085",3848
"46087",5548
"46089",2297
"46091",4891
"46093",27717
"46095",2052
"46097",2211
"46099",188674
"46101",6507
"46102",14335
"46103",110685
"46105",2897
"46107",2315
"46109",10287
"46111",2379
"46115",6483
"46117",3017
"46119",1305
"46121",10195
"46123",5458
"46125",8300
"46127",15368
"46129",5457
"46135",22717
"46137",2791
"47001",76061
"47003",48292
"47005",16140
"47007",14836
"47009",129927
"47011",105749
"47013",39797
"47015",14178
"47017",27886
"47019",56433
"47021",40181
"47023",17190
"47025",31732
"47027",7654
"47029",35552
"47031",55209
"47033",14399
"47035",59216
"47037",687488
"47039",11686
"47041",19847
"47043",52680
"47045",37416
"47047",40164
"47049",18213
"47051",41725
"47053",49228
"47055",29285
"47057",23101
"47059",68834
"47061",13344
"47063",64132
"47065",360919
"47067",6587
"47069",25443
"47071",25715
"47073",56611
"47075",17623
"47077",27977
"47079",32284
"47081",24813
"47083",8164
"47085",18435
"47087",11682
"47089",53679
"47091",17753
"47093",461104
"47095",7401
"47097",25989
"47099",43390
"47101",12027
"47103",33924
"47105",52340
"47107",53053
"47109",25844
"47111",23842
"47113",97625
"47115",28538
"47117",32965
"47119",91976
"47121",12104
"47123",46064
"47125",200180
"47127",6378
"47129",21545
"47131",30365
"47133",22068
"47135",7962
"47137",5079
"47139",16814
"47141",77447
"47143",32719
"47145",53075
"47147",70280
"47149",315815
"47151",21969
"47153",14816
"47155",97068
"47157",936374
"47159",19740
"47161",13427
"47163",157050
"47165",183437
"47167",61447
"47169",10231
"47171",17811
"47173",19488
"47175",5760
"47177",40702
"47179",127805
"47181",16693
"47183",33510
"47185",26800
"47187",225389
"47189",136666
"48001",57810
"48003",18036
"48005",87322
"48007",24462
"48009",8716
"48011",1973
"48013",49528
"48015",29764
"48017",7100
"48019",22215
"48021",84522
"48023",3577
"48025",32611
"48027",348574
"48029",1952843
"48031",11478
"48033",613
"48035",18296
"48037",93373
"48039",360677
"48041",222981
"48043",9231
"48045",1457
"48047",7141
"48049",37855
"48051",18058
"48053",46530
"48055",42144
"48057",21668
"48059",13856
"48061",421666
"48063",12878
"48065",6009
"48067",30059
"48069",7673
"48071",41305
"48073",52118
"48075",7253
"48077",10403
"48079",2887
"48081",3303
"48083",8334
"48085",973977
"48087",2969
"48089",21224
"48091",141642
"48093",13529
"48095",3266
"48097",40041
"48099",75280
"48101",1642
"48103",4802
"48105",3484
"48107",5836
"48109",2214
"48111",7304
"48113",2606868
"48115",12813
"48117",18736
"48119",5249
"48121",833822
"48123",20340
"48125",2203
"48127",10438
"48129",3342
"48131",11268
"48133",18273
"48135",160579
"48137",1918
"48139",173772
"48141",836062
"48143",41841
"48145",17272
"48147",34537
"48149",25141
"48151",3856
"48153",5803
"48155",1275
"48157",765394
"48159",10716
"48161",19714
"48163",19871
"48165",20706
"48167",332885
"48169",6070
"48171",26459
"48173",1510
"48175",7565
"48177",20731
"48179",22410
"48181",131014
"48183",123443
"48185",27984
"48187",158966
"48189",33826
"48191",3048
"48193",8332
"48195",5520
"48197",3945
"48199",56765
"48201",4646630
"48203",66580
"48205",5669
"48207",5726
"48209",213366
"48211",3994
"48213",81070
"48215",855176
"48217",35689
"48219",23064
"48221",58318
"48223",36486
"48225",22954
"48227",36349
"48229",4415
"48231",94162
"48233",21344
"48235",1620
"48237",8852
"48239",14816
"48241",35506
"48243",2241
"48245",254340
"48247",5231
"48249",40972
"48251",167212
"48253",19943
"48255",15545
"48257",123804
"48259",43769
"48261",568
"48263",647
"48265",51843
"48267",4373
"48269",237
"48271",3659
"48273",30974
"48275",3705
"48277",49611
"48279",13123
"48281",20862
"48283",7416
"48285",20021
"48287",17058
"48289",17225
"48291",83702
"48293",23417
"48295",3398
"48297",12139
"48299",21047
"48301",98
"48303",304808
"48305",5830
"48307",8057
"48309",251089
"48311",774
"48313",14197
"48315",10017
"48317",5649
"48319",4186
"48321",36774
"48323",58174
"48325",50057
"48327",2119
"48329",168167
"48331",24770
"48333",4889
"48335",8523
"48337",19489
"48339",571949
"48341",21399
"48343",12373
"48345",1252
"48347",65339
"48349",48995
"48351",13914
"48353",14904
"48355",361540
"48357",10131
"48359",2094
"48361",84069
"48363",28540
"48365",23327
"48367",133811
"48369",9718
"48371",15815
"48373",48913
"48375",119674
"48377",6975
"48379",11766
"48381",134026
"48383",3766
"48385",3408
"48387",12171
"48389",15492
"48391",7145
"48393",805
"48395",16990
"48397",97175
"48399",10277
"48401",53755
"48403",10471
"48405",8286
"48407",28180
"48409",67008
"48411",5991
"48413",2983
"48415",17096
"48417",3296
"48419",25349
"48421",3059
"48423",227449
"48425",8860
"48427",64078
"48429",9364
"48431",1231
"48433",1476
"48435",3824
"48437",7432
"48439",2049770
"48441",136870
"48443",896
"48445",12528
"48447",1436
"48449",32640
"48451",117986
"48453",1226805
"48455",14620
"48457",21518
"48459",41018
"48461",3659
"48463",26920
"48465",48969
"48467",55103
"48469",92109
"48471",72321
"48473",51832
"48475",11658
"48477",35163
"48479",273526
"48481",41577
"48483",5338
"48485",131596
"48487",12833
"48489",21588
"48491",547604
"48493",49173
"48495",7867
"48497",66290
"48499",44366
"48501",8631
"48503",18036
"48505",14304
"48507",12039
"49001",6517
"49003",53946
"49005",124165
"49007",20308
"49009",613
"49011",345767
"49013",20148
"49015",10117
"49017",4998
"49019",9640
"49021",51213
"49023",11301
"49025",7484
"49027",12854
"49029",11664
"49031",1866
"49033",2389
"49035",1133646
"49037",15302
"49039",29850
"49041",21280
"49043",41103
"49045",67397
"49047",36084
"49049",605490
"49051",31708
"49053",165811
"49055",2689
"49057",251498
"50001",36882
"50003",35746
"50005",30234
"50007",162646
"50009",6200
"50011",49116
"50013",7022
"50015",25318
"50017",28908
"50019",26901
"50021",58892
"50023",58350
"50025",42823
"50027",55275
"51001",32673
"51003",107405
"51005",15157
"51007",12953
"51009",31775
"51011",15707
"51013",233464
"51015",75079
"51017",4307
"51019",78376
"51021",6388
"51023",33343
"51025",16520
"51027",21788
"51029",17059
"51031",55225
"51033",30381
"51035",29801
"51036",7014
"51037",12040
"51041",343551
"51043",14423
"51045",5110
"51047",51101
"51049",9824
"51051",14756
"51053",28485
"51057",10998
"51059",1145862
"51061",69728
"51063",15704
"51065",26594
"51067",56187
"51069",86415
"51071",16772
"51073",37222
"51075",22865
"51077",15742
"51079",19519
"51081",11525
"51083",34552
"51085",105537
"51087",327535
"51089",51308
"51091",2204
"51093",36627
"51095",74916
"51097",7042
"51099",26229
"51101",16688
"51103",10724
"51105",23948
"51107",395134
"51109",36040
"51111",12282
"51113",13170
"51115",8788
"51117",30728
"51119",10675
"51121",98140
"51125",14831
"51127",21686
"51131",11885
"51133",12190
"51135",15433
"51137",36010
"51139",23788
"51141",17748
"51143",61256
"51145",28815
"51147",22905
"51149",38114
"51153",461423
"51155",34182
"51157",7378
"51159",8884
"51161",93823
"51163",22570
"51165",80284
"51167",27141
"51169",21902
"51171",43224
"51173",30767
"51175",17880
"51177",132833
"51179",146773
"51181",6523
"51183",11377
"51185",41603
"51187",39492
"51191",54071
"51193",17751
"51195",38486
"51197",28844
"51199",67982
"51510",157613
"51520",16912
"51530",6484
"51540",47096
"51550",239982
"51570",17428
"51580",5598
"51590",41070
"51595",5442
"51600",23531
"51610",14128
"51620",8147
"51630",28622
"51640",6517
"51650",135041
"51660",53273
"51670",22456
"51678",7241
"51680",80569
"51683",41174
"51685",16986
"51690",12852
"51700",179673
"51710",244601
"51720",3970
"51730",31362
"51735",12090
"51740",95097
"51750",17691
"51760",226622
"51770",99229
"51775",25317
"51790",24432
"51800",90093
"51810",450201
"51820",22140
"51830",14927
"51840",27897
"53001",19594
"53003",22421
"53005",197518
"53007",76229
"53009",75392
"53011",473252
"53013",3992
"53015",106778
"53017",42023
"53019",7578
"53021",92009
"53023",2230
"53025",95502
"53027",72779
"53029",82866
"53031",31285
"53033",2195502
"53035",265882
"53037",45897
"53039",21721
"53041",78145
"53043",10574
"53045",63804
"53047",41842
"53049",21688
"53051",13377
"53053",877013
"53055",16788
"53057",125612
"53059",11753
"53061",798808
"53063",505505
"53065",44655
"53067",279711
"53069",4268
"53071",60365
"53073",220821
"53075",49231
"53077",249697
"54001",16633
"54003",115329
"54005",22368
"54007",14190
"54009",22459
"54011",94339
"54013",7295
"54015",8709
"54017",8560
"54019",43576
"54021",8041
"54023",11616
"54025",35155
"54027",23309
"54029",29383
"54031",13805
"54033",67908
"54035",28907
"54037",56506
"54039",183279
"54041",16166
"54043",20850
"54045",33154
"54047",18661
"54049",56355
"54051",31308
"54053",26820
"54055",59919
"54057",27167
"54059",24290
"54061",105474
"54063",13401
"54065",17709
"54067",25078
"54069",42143
"54071",7001
"54073",7482
"54075",8450
"54077",33683
"54079",56610
"54081",75252
"54083",28930
"54085",9844
"54087",14020
"54089",12848
"54091",16864
"54093",6982
"54095",8811
"54097",24502
"54099",40303
"54101",8386
"54103",15436
"54105",5798
"54107",84960
"54109",21281
"55001",20094
"55003",15617
"55005",45229
"55007",14993
"55009",261368
"55011",13126
"55013",15289
"55015",49928
"55017",63892
"55019",34579
"55021",57133
"55023",16235
"55025",536078
"55027",87715
"55029",27472
"55031",43295
"55033",44759
"55035",103514
"55037",4314
"55039",102597
"55041",8995
"55043",51733
"55045",36896
"55047",18755
"55049",23618
"55051",5687
"55053",20522
"55055",84701
"55057",26478
"55059",168524
"55061",20387
"55063",117894
"55065",16715
"55067",19146
"55069",27744
"55071",79185
"55073",135396
"55075",40391
"55077",15304
"55078",4558
"55079",951226
"55081",45771
"55083",37646
"55085",35381
"55087",185700
"55089",88597
"55091",7265
"55093",41977
"55095",43438
"55097",70632
"55099",13416
"55101",195602
"55103",17459
"55105",162152
"55107",14132
"55109",88732
"55111",63922
"55113",16399
"55115",40904
"55117",115178
"55119",20325
"55121",29499
"55123",30633
"55125",21751
"55127",103074
"55129",15688
"55131",134925
"55133",400475
"55135",51245
"55137",24193
"55139",170411
"55141",73112
"56001",38390
"56003",11882
"56005",47409
"56007",15247
"56009",13921
"56011",7472
"56013",39812
"56015",13342
"56017",4607
"56019",8487
"56021",98320
"56023",19274
"56025",80333
"56027",2422
"56029",29148
"56031",8582
"56033",30140
"56035",9880
"56037",43521
"56039",23280
"56041",20479
"56043",8027
"56045",7049
"72001",17891
"72003",37954
"72005",52803
"72007",25748
"72009",22988
"72011",26934
"72013",85390
"72015",17805
"72017",24079
"72019",28393
"72021",178192
"72023",48487
"72025",128937
"72027",31598
"72029",45588
"72031",153779
"72033",24271
"72035",43785
"72037",11515
"72039",16513
"72041",39607
"72043",38906
"72045",19224
"72047",33500
"72049",1311
"72051",36803
"72053",31111
"72054",11697
"72055",16293
"72057",40889
"72059",18514
"72061",86937
"72063",46910
"72065",39950
"72067",15943
"72069",52507
"72071",41707
"72073",14539
"72075",46152
"72077",38780
"72079",22835
"72081",25696
"72083",8370
"72085",37499
"72087",25778
"72089",18224
"72091",38836
"72093",6075
"72095",10776
"72097",75232
"72099",36161
"72101",30962
"72103",26075
"72105",28112
"72107",20982
"72109",16929
"72111",20383
"72113",139671
"72115",23629
"72117",14056
"72119",49613
"72121",22560
"72123",28109
"72125",31442
"72127",335468
"72129",37209
"72131",37120
"72133",21757
"72135",72864
"72137",77810
"72139",66338
"72141",28676
"72143",37106
"72145",52192
"72147",8642
"72149",22403
"72151",33499
"72153",35428
